Доп. объявление группы	Тип объявления	Места показа	Мобильное объявление	ID группы	Название группы	Номер группы	Тип кампании	ID кампании (локальный)	ID кампании (серверный)	Название кампании	Валюта	ID фразы	Фраза (с минус-словами)	ID объявления	Заголовок 1	Заголовок 2	Текст	Ссылка	Отображаемая ссылка	Организация Яндекс.Справочника	Турбо-страница	Регион	Автоставка	Ставка	Ставка в сетях	Статус объявления	Статус фразы	Заголовки быстрых ссылок	Описания быстрых ссылок	Адреса быстрых ссылок	Параметр 1	Параметр 2	Метки	Изображение	Креатив	Статус модерации креатива	Уточнения	Минус-фразы на группу	Минус-фразы на кампанию	Возрастные ограничения	Ссылка на приложение в магазине	Тип устройства	Тип связи	Версия ОС	Трекинговая ссылка	Иконка	Рейтинг	Количество оценок	Цена
 -	Текстово-графические объявления	search,context	 -		Новогодний тур	1	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		новогодний тур золотое кольцо		Новогодний тур Золотое Кольцо	Встреча Нового года в Суздале	3-4 дня. Новогодний банкет, праздничная программа. Отели 3-4★. От 35 000 ₽	https://goldenring.vfs.travel/tours/new-year?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_newyear&utm_term={keyword}			Москва	 -	150								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Новогодний тур	1	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		новый год в золотом кольце		Новый год в Золотом кольце	Незабываемый праздник	Суздаль, Владимир, Ярославль. Банкет, развлечения, экскурсии. От 35 000 ₽	https://goldenring.vfs.travel/tours/new-year?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_newyear&utm_term={keyword}			Москва	 -	145								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Новогодний тур	1	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		новогодние праздники золотое кольцо		Новогодние праздники	Золотое кольцо 3-4 дня	Праздничный банкет 31 декабря, программа с Дедом Морозом. Всё включено!	https://goldenring.vfs.travel/tours/new-year?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_newyear&utm_term={keyword}			Москва	 -	155								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Новогодний тур	1	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		встретить новый год в суздале		Встретить Новый год в Суздале	Банкет и развлечения	Проживание в отеле 3-4★, экскурсии по городу, новогодняя программа. От 35 000 ₽	https://goldenring.vfs.travel/tours/new-year?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_newyear&utm_term={keyword}			Москва	 -	160								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Автобусный тур	2	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		автобусный тур золотое кольцо		Автобусный тур Золотое Кольцо	Комфорт и профессиональный гид	3-5 дней по 7 городам. Комфортабельный автобус, отели 3★, экскурсии. От 18 000 ₽	https://goldenring.vfs.travel/tours/bus-tour?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_bus&utm_term={keyword}			Москва	 -	120								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Автобусный тур	2	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		автобусные туры по золотому кольцу		Автобусные туры	Групповое путешествие с гидом	Ярославль, Кострома, Суздаль, Владимир. Трансфер, проживание, экскурсии. От 18 000 ₽	https://goldenring.vfs.travel/tours/bus-tour?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_bus&utm_term={keyword}			Москва	 -	115								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Автобусный тур	2	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		групповой тур золотое кольцо		Групповой тур Золотое Кольцо	До 30 человек с гидом	Комфортабельный автобус, отели 3★, все экскурсии включены. Выгодно!	https://goldenring.vfs.travel/tours/bus-tour?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_bus&utm_term={keyword}			Москва	 -	125								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Автобусный тур	2	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		тур золотое кольцо автобус		Тур на автобусе	3-5 дней по древним городам	Сергиев Посад, Ростов, Ярославль, Кострома, Суздаль, Владимир. От 18 000 ₽	https://goldenring.vfs.travel/tours/bus-tour?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_bus&utm_term={keyword}			Москва	 -	118								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Круиз на лайнере	3	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		круиз по золотому кольцу		Круиз по Золотому кольцу	Речной лайнер 5-7 дней	Комфортабельная каюта, трёхразовое питание, береговые экскурсии. От 45 000 ₽	https://goldenring.vfs.travel/tours/cruise?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_cruise&utm_term={keyword}			Москва	 -	140								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
 -	Текстово-графические объявления	search,context	 -		Круиз на лайнере	3	Текстово-графические объявления			Золотое Кольцо | Туры	RUB		теплоход золотое кольцо		Теплоход Золотое кольцо	Плавучий отель с комфортом	Углич, Ярославль, Кострома, Плёс, Нижний Новгород. Питание, экскурсии. От 45 000 ₽	https://goldenring.vfs.travel/tours/cruise?utm_source=yandex&utm_medium=cpc&utm_campaign=tours_cruise&utm_term={keyword}			Москва	 -	135								-бесплатно -дешево -работа -вакансии -карта -отзывы -фото -самостоятельно														
